0,1e+05,0,0,0,0,0,0,0,0,0
0.1,24.642,0,0,0,0,0,0,0,0,0
0.2,15.111,0,0,0,0,0,0,0,0,0
0.3,12.279,0,0,0,0,0,0,0,0,0
0.4,11.642,0,0,0,0,0,0,0,0,0
0.5,12.46,0,0,0,0,0,0,0,0,0
0.6,16.063,0,0,0,0,0,0,0,0,0
0.7,24.528,0,0,0,0,0,0,0,0,0
0.8,51.494,0,0,0,0,0,0,0,0,0
0.9,202.25,0,0,0,0,0,0,0,0,0
1,1e+05,0,0,0,0,0,0,0,0,0
1,1.9734,1.9328,1.8952,1.9002,1.9484,2.2488,2.8123,4.3065,9.2109,0
0,0.2214,0.4871,0.7994,1.2423,1.9594,3.41,6.6091,17.163,82.75,50001
0,1.1651,1.2836,1.359,1.4586,1.5675,1.9432,2.5558,4.116,9.1281,0
50000,10.34,5.0832,3.1792,2.2032,1.5967,1.2779,1.1058,1.0273,1.0024,0
0,0.0297,0.1363,0.3356,0.6839,1.3403,2.7156,5.8656,16.354,81.832,50000
0,0.2882,0.5619,0.7944,1.0391,1.341,1.785,2.5081,4.1111,9.1045,0
50000,9.579,4.5228,2.7581,1.8847,1.3386,1.0705,0.9148,0.8698,0.9279,0
0,1.0458,1.1035,1.1585,1.2302,1.3683,1.6118,2.1562,3.5466,8.2936,0
